X,id,PEDON_ID,Year,Location_U,Soil_Serie,Soil_Ser_1,Location,Lab_ID,Great_Grou,Order,Subgroup,Latitude,Longitude,Phase,Master_Hor,Suffix,Lower_Dept,Upper_Dept,Horizon_Mo,Horizon_Li,Calcium,Potassium,Magnesium,Sodium,CEC,Water_Solu,EC,Inorganic_,Organic_Ca,Water_So_1,Water_So_2,Water_So_3,Water_So_4,Water_So_5,Water_So_6,Total_Nitr,Exchangeab,Water_So_7,Extractabl,Extracta_1,clay_0_2,silt,clay_0_02,coase_sand,fine_sand,medium_san,total_sand,vc_sand,vf_sand,water_rtn_,water_rt_1,water_rt_2,b1,b2,b3,b4,b5,b6,b7,ari,ari_noBareSoil,CRSI,CRSI_noBareSoil,NDVI_July_Aug,NDVI_July_Aug_noBareSoil,NDVI_Sept_Oct,NDVI_Sept_Oct_noBareSoil,NDVI_SD,SAVI_Jul_Aug,SAVI_Jul_Aug_noBareSoil,SAVI_Sept_Oct,SAVI_Sept_Oct_noBareSoil,dem_3x3_sd3x3,dem_3x3_sd5x5,dem_3x3_sd9x9,dem_3x3_sd21x21,dem_9x9_sd21x21,dem_9x9_sd101x101,dem_3x3_tri,dem_5x5_tri,dem_9x9_tri,dem_9x9_tri_20,precip,temperature,MidSlope_Pos_100m,Norm_Height_100m,Slope_Height_100m,Stand_Height_100m,SWI_100m,Valley_Depth_100m
458,7724_1,7724,1982,300,OXH,Oxbow gleyed,05ASW2720 03 W2,82-0568,Black,Chernozem,Calcareous,50.74329349,-102.351477,NA,A,p,18,0,NA,NA,27.3,0.7,11.1,NA,30.5,0.4,1.1,2,3.87,5.4,0.3,NA,4.1,0.8,1.3,0.363,NA,NA,NA,NA,23,35.3,13.4,6.9,13.8,6.9,41.7,4.1,9.8,NA,NA,2.2,563.875,748,830,1288.625,2412.75,2998.875,2326,2.554192543,3.213202238,0.841028452,0.858421326,0.625859559,-3.40E+38,0.227569014,-3.40E+38,0.206588956,0.939080468,1.017435375,0.341716252,0.546413961,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,561.9860768,288.3005066,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
459,7725_1,7725,1982,300,OXG,Oxbow gleyed,13CNW1119 05 W2,82-0599,Black,Chernozem,Rego,50.6192933,-102.6073677,NA,A,pk,15,0,NA,NA,18,1.3,18,NA,28.5,1.1,1.1,17.7,3.02,3.5,1,NA,9.2,1.7,6.3,0.314,NA,NA,NA,NA,24.3,29.6,14.3,7.4,16.1,7.8,46.1,6.2,8.6,NA,NA,2.1,633.3250122,857.21875,994.8905029,1610,2672.583496,2969.259033,2406.600098,2.302703857,2.790673256,0.837127805,0.848839939,0.604277313,-3.40E+38,0.242151856,-3.40E+38,0.188714981,0.904779521,0.967325619,0.363316959,0.571272632,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,555.2211583,288.3288574,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
460,7747_1,7747,1996,90000,EAX,Eastend,NTS 72F,96-0052,Solonetz,Solonetz,Dark Brown,49.49976042,-109.0003839,NA,A,h,3,0,NA,NA,16.2,1.7,8.3,0.2,25.3,0.7,0.7,0.3,1.92,3.7,0.3,NA,2.7,1.1,0.5,NA,NA,NA,NA,NA,34,37.3,10.3,1.4,11,1.6,28.7,0.2,14.3,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,0.944757938,1.137002826,0.737942278,0.759108782,0.342479706,0.359394222,0.231191278,0.326241374,0.093398308,0.513650297,0.592159265,0.34568219,0.510998803,4.478650093,7.217097282,11.25078869,30.5160656,30.25235176,61.63746262,11.12031841,8.610663414,8.374936104,19.27710915,471.0959054,288.3254395,0.358136833,0.05238954,4.709576607,842.0117188,5.001998425,4.940933228
461,7748_1,7748,1996,90000,ROA,Robsart,NTS 72F,96-0069,Solonetz,Solonetz,Brown,49.49976042,-109.0003839,NA,A,p,4,0,NA,NA,4.8,1.4,4.3,0.3,16.2,0.6,0.4,NA,1.65,0.7,0.8,NA,0.7,1.7,1.3,NA,NA,NA,NA,NA,21.5,45.2,13.8,2.3,11.1,2.9,33.4,2.2,14.8,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,0.944757938,1.137002826,0.737942278,0.759108782,0.342479706,0.359394222,0.231191278,0.326241374,0.093398308,0.513650297,0.592159265,0.34568219,0.510998803,4.478650093,7.217097282,11.25078869,30.5160656,30.25235176,61.63746262,11.12031841,8.610663414,8.374936104,19.27710915,471.0959054,288.3254395,0.358136833,0.05238954,4.709576607,842.0117188,5.001998425,4.940933228
462,7749_1,7749,1996,90000,ECCE,Echo,NTS 72F,96-0074,Solidized Solonetz,Solonetz,Brown,49.49976042,-109.0003839,Eroded,B,nt,10,0,NA,NA,11.4,0.7,14.4,3,28.1,0.1,1.7,0.3,1.19,1.7,2.9,NA,2.4,14.6,2.5,NA,NA,NA,NA,NA,38.3,24.9,24.3,3,17.2,5.1,36.9,1.4,10.2,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,0.944757938,1.137002826,0.737942278,0.759108782,0.342479706,0.359394222,0.231191278,0.326241374,0.093398308,0.513650297,0.592159265,0.34568219,0.510998803,4.478650093,7.217097282,11.25078869,30.5160656,30.25235176,61.63746262,11.12031841,8.610663414,8.374936104,19.27710915,471.0959054,288.3254395,0.358136833,0.05238954,4.709576607,842.0117188,5.001998425,4.940933228
463,7750_1,7750,1996,90000,FRC,Frontier,NTS 72F,96-0077,Brown,Chernozem,Calcareous,49.49976042,-109.0003839,NA,A,pk,8,0,NA,NA,14.2,1.4,2.9,0.1,17.5,1,0.9,1.9,1.01,5.8,1,NA,1.7,0.5,1.2,NA,NA,NA,NA,NA,22.4,27.4,8.4,6,22.2,5.4,50.3,2.7,13.9,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,0.944757938,1.137002826,0.737942278,0.759108782,0.342479706,0.359394222,0.231191278,0.326241374,0.093398308,0.513650297,0.592159265,0.34568219,0.510998803,4.478650093,7.217097282,11.25078869,30.5160656,30.25235176,61.63746262,11.12031841,8.610663414,8.374936104,19.27710915,471.0959054,288.3254395,0.358136833,0.05238954,4.709576607,842.0117188,5.001998425,4.940933228
464,7751_1,7751,1996,90000,ROC,Robsart,NTS 72F,96-0082,Solidized Solonetz,Solonetz,Brown,49.49976042,-109.0003839,NA,A,pe,6,0,NA,NA,6.5,1.8,2.9,0.1,14.6,2,0.8,0.1,1.43,2.5,0.3,NA,2.1,0.7,1.2,NA,NA,NA,NA,NA,19.7,43.1,9.3,4,14.7,3.2,37.3,1.2,14.2,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,0.944757938,1.137002826,0.737942278,0.759108782,0.342479706,0.359394222,0.231191278,0.326241374,0.093398308,0.513650297,0.592159265,0.34568219,0.510998803,4.478650093,7.217097282,11.25078869,30.5160656,30.25235176,61.63746262,11.12031841,8.610663414,8.374936104,19.27710915,471.0959054,288.3254395,0.358136833,0.05238954,4.709576607,842.0117188,5.001998425,4.940933228
465,7752_1,7752,1996,90000,ECE,Echo,NTS 72F,96-0089,Solod,Solonetz,Brown,49.49976042,-109.0003839,NA,A,pb,15,0,NA,NA,5.1,2.2,2.7,0.3,13,2,0.8,NA,1.16,1.7,1.4,NA,1.1,0.7,1.3,NA,NA,NA,NA,NA,17.6,41,8.9,2.3,19.2,4,41.3,0.9,14.7,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0.944757938,1.137002826,0.737942278,0.759108782,0.342479706,0.359394222,0.231191278,0.326241374,0.093398308,0.513650297,0.592159265,0.34568219,0.510998803,4.478650093,7.217097282,11.25078869,30.5160656,30.25235176,61.63746262,11.12031841,8.610663414,8.374936104,19.27710915,471.0959054,288.3254395,0.358136833,0.05238954,4.709576607,842.0117188,5.001998425,4.940933228
466,7753_1,7753,1996,90000,ECA,Echo,NTS 72F,96-0096,Solonetz,Solonetz,Brown,49.49976042,-109.0003839,NA,A,p,8,0,NA,NA,13.5,1.1,4.7,0.1,17.7,0.5,0.7,1.2,0.85,3.6,0.9,NA,1.6,0.9,1,NA,NA,NA,NA,NA,23.1,32.8,16.5,5.1,14.8,4.5,44.1,5,14.3,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA,0.944757938,1.137002826,0.737942278,0.759108782,0.342479706,0.359394222,0.231191278,0.326241374,0.093398308,0.513650297,0.592159265,0.34568219,0.510998803,4.478650093,7.217097282,11.25078869,30.5160656,30.25235176,61.63746262,11.12031841,8.610663414,8.374936104,19.27710915,471.0959054,288.3254395,0.358136833,0.05238954,4.709576607,842.0117188,5.001998425,4.940933228
467,7787_1,7787,1989,300,SUI,Sutherland,01DSE0935 28 W2,89-0051,Dark Brown,Chernozem,Solonetzic,51.98559937,-105.9344973,NA,A,p,12,0,NA,NA,12.9,1.3,10.5,0.5,26.1,0.4,1,NA,1.88,2.3,0.9,4,2.7,2.9,1.5,0.168,NA,NA,NA,NA,35.2,50.7,21.7,0.9,2.4,0.6,14.1,0.3,9.7,33.5,21.9,3.4,819.234375,1123.3125,1328.673584,1905.09082,2815.455322,2985.137207,2431.368164,1.366996527,2.117917061,0.80075109,0.827844977,0.484234393,-3.40E+38,0.176414907,-3.40E+38,0.183597248,0.726251035,0.892282806,0.264808827,0.520827064,#NAME?,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,486.7278932,288.5421753,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
468,7790_1,7790,1986,300,ARC,Arborfield,02DSE2545 15 W2,86-0201,Solodized Solonetz,Solonetz,Dark Grey,52.90193863,-104.0448415,NA,A,p,12,0,NA,NA,12.9,0.6,5.9,0.2,27.2,0.2,0.6,NA,3.39,3.2,0.3,2.7,3.3,1.6,1.1,0.325,NA,NA,NA,NA,26,55.3,10.2,1.6,5.7,1.9,18.7,0.3,9,29.2,14.9,1.7,664.833313,859.0750122,995.229126,1561.633301,2885.166748,2920.852051,2537.801758,1.951309443,2.220470428,0.827047646,0.842263579,0.610568285,-3.40E+38,0.244727358,-3.40E+38,0.22180152,0.914069328,0.989204308,0.365579307,0.648573169,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,553.8953949,288.0976563,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
469,7791_1,7791,1986,300,ARD,Arborfield,01DSE2545 15 W2,86-0211,Solodized Solonetz,Solonetz,Gleyed Dark Grey,52.90192852,-104.0389071,NA,A,p,15,0,NA,NA,11.7,1.4,3.3,0.2,26.1,0.6,0.5,NA,3.08,2.8,1.1,2.5,1.8,1.5,0.9,0.334,NA,NA,NA,NA,22.3,61.2,6.6,0.6,3.9,1,16.6,0.4,10.5,28.9,11.9,1.5,680.375,859.6565552,995.4375,1577.177734,2870.5,2935.120117,2552.428467,1.864156723,2.177256107,0.822209835,0.838114858,0.589978456,-3.40E+38,0.237656355,-3.40E+38,0.215818786,0.884652693,0.976687423,0.35683871,0.658463591,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,554.0834793,288.098175,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
470,7792_1,7792,1986,300,MRA,Melfort,16DNE3146 16 W2,86-0221,Black,Chernozem,Orthic,53.01457477,-104.30451,NA,A,p,10,0,NA,NA,25.1,0.9,13.9,0.4,45.1,0.2,0.7,NA,6.83,3.8,2.2,3.4,4.5,1.6,2.6,0.618,NA,NA,NA,NA,41.2,44.7,17.3,0.1,1.3,0.2,14.1,0.1,12.4,37.4,24.2,3.2,593.3125,815.291687,970.833374,1408.666626,2734.741699,2953.437988,2447.875,2.525802851,2.901592731,0.847495615,0.856733322,0.651690245,-3.40E+38,0.225100234,-3.40E+38,0.228732596,0.977862227,1.037942591,0.337254006,0.604761346,#NAME?,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,546.0880846,288.069397,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
471,7793_1,7793,1986,300,KAA,Kamsack,16DNE0847 16 W2,86-0230,Dark Gray,Chernozem,Orthic,53.04367956,-104.2977376,NA,A,p,13,0,NA,NA,18.4,0.7,5.2,0.1,31.2,0.2,0.5,NA,3.02,4.4,0.3,3.8,2.6,0.6,2.5,0.236,NA,NA,NA,NA,27.3,57,14.8,0.2,1.7,0.3,15.7,0.1,13.4,28.3,16.3,2.8,474.5,671.75,773,1269.666748,2522.375,2890.600098,2214.833496,2.914179325,3.243879557,0.854395509,0.860233486,0.673319757,-3.40E+38,0.263329208,-3.40E+38,0.223335116,1.008647164,1.032320526,0.393206878,0.655752522,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,546.29481,288.0699463,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
472,7794_1,7794,1986,300,HHB,Hoey,09ANE2846 18 W2,86-0251,Black,Chernozem,Gleyed,52.99661614,-104.5464743,NA,A,p,15,0,NA,NA,27.4,0.9,9.5,0.2,41.1,0.2,0.5,NA,4.76,3.7,0.3,2.8,2.6,0.7,2.4,0.447,NA,NA,NA,NA,47.1,45.4,26.6,0.1,0.4,0.1,7.6,0,6.9,37.1,23.1,4,586.625,780,929.3571167,1355.199951,2647.181885,3001.14624,2407.289551,2.53969264,3.021711588,0.844476223,0.854365289,0.625659704,-3.40E+38,0.197982281,-3.40E+38,0.22054505,0.938390029,1.008752766,0.296071146,0.575945446,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,540.0384456,288.0279541,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
473,7795_1,7795,1986,300,HHA,Hoey,12BNW0647 19 W2,86-0270,Black,Chernozem,Orthic,53.02550055,-104.7789828,NA,A,p,15,0,NA,NA,27.9,3.2,6.4,NA,42.5,3.9,1.5,NA,6.37,10.6,1.1,4.6,5.4,0.6,3.1,0.635,NA,NA,NA,NA,25.6,57,13,0.3,1.2,0.1,17.3,0.2,15.2,34.6,24,2.5,664.5374756,898.5,1061.75,1594.055542,2776.058105,2985.815918,2472.905518,3.13992548,3.763062477,0.851126432,0.863835633,0.672811508,-3.40E+38,0.202298656,-3.40E+38,0.230571302,1.009552481,1.079297945,0.303776089,0.604069828,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,535.0192461,287.9767456,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
474,7800_1,7800,1986,300,KAA,Kamsack,14DNW3347 21 W2,86-0291,Dark Gray,Chernozem,Orthic,53.10207614,-105.0165331,NA,A,p,15,0,NA,NA,35.9,0.7,6,0.1,41.4,0.2,0.6,NA,4.59,6.2,0.1,4.5,2.7,0.5,2.7,0.421,NA,NA,NA,NA,33.3,54.8,21.1,0.1,0.9,0.1,11.9,0.1,10.7,33.1,19.2,2.8,635.958313,873.8571167,1036.400024,1590,2918.5,2935.449951,2664.222168,2.683444023,3.272275209,0.844942391,0.857718885,0.651792765,0.71669507,0.206019759,0.416094482,0.218212446,0.977733503,1.040495899,0.309224521,0.581275388,0.447673887,0.576632738,0.940396786,1.571691036,1.312744617,3.938372612,0.9368909,0.853972316,0.587931514,0.958006978,530.9546359,287.898468,0.099106729,0.501033723,1.338384748,394.7357178,7.81282711,1.175127983
475,7801_1,7801,1986,300,HHA,Hoey,12BNW0447 22 W2,86-0302,Black,Chernozem,Orthic,53.02566744,-105.1691599,NA,A,p,17,0,NA,NA,30.8,0.9,11.7,0.2,43.3,0.2,0.8,NA,4.6,5.5,0.6,8.7,4.7,1.3,1.2,0.417,NA,NA,NA,NA,36,58.8,20.5,0,0.3,0,5.2,0,4.9,35.4,23,1.9,618.0625,834.5,980.1742554,1511.5,2777.125,2984.476563,2471.625,3.460533619,3.597910881,0.858379722,0.861105919,0.719245493,-3.40E+38,0.243096679,-3.40E+38,0.23661316,1.078630276,1.087237984,0.364460611,0.590024927,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,527.3335649,287.8980103,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
476,7802_1,7802,1986,300,BBA,Blaine lake,16ANE2547A24 W2,86-0323,Black,Chernozem,Orthic,53.08722405,-105.370051,NA,A,p,12,0,NA,NA,30,1.2,7.5,0.1,40.3,0.4,0.9,NA,4.53,6.9,0.4,6.5,3.4,0.8,3,0.429,NA,NA,NA,NA,34.6,56.2,20,0.1,0.6,0.1,9.3,0,8.3,36.4,20.4,2.2,678.333313,908.5,1085,1545,2939.166748,2978,2675.125,3.618953228,3.752430677,0.856052816,0.858483374,0.717401087,0.68472147,0.203714788,0.390099466,0.247712832,1.075608032,1.086449057,0.306232488,0.540881873,0.250509441,0.368681669,0.378143668,0.565481424,0.302229464,1.506481171,0.404646993,0.086718053,0.028381968,0.182034522,524.5676141,287.8353882,0.747233689,0.873616874,8.579166412,447.6984863,8.69456768,1.24111855
477,7803_1,7803,1986,300,HMA,Hamlin,05CSW0647 25 W2,86-0334,Black,Chernozem,Orthic,53.07176268,-105.6849974,NA,A,p,17,0,NA,NA,21.8,1,3.1,0.1,26.1,0.3,0.5,NA,2.65,4.2,0.3,3.7,1.9,0.4,0.7,0.213,NA,NA,NA,NA,20.9,45.8,13.5,0.1,13.6,0.2,33.3,0,19.2,22.7,11.7,1.5,657.333313,876.625,1026.5,1575.400024,2740.555664,2967.310547,2503.8125,2.913077354,3.431503534,0.847448945,0.856991589,0.665157735,0.684573591,0.241072521,0.409864962,0.219805737,0.998996673,1.041206209,0.360673235,0.607503388,0.419163734,0.608572543,0.85562551,1.498422146,1.374875069,1.948240042,0.815340102,0.559558392,0.523565531,0.976820648,519.8147763,287.8079834,0.462469518,0.731234789,4.660507679,425.9437256,8.099485397,1.735460043
478,7804_1,7804,1987,300,CDA,Cudworth,09DNE2040 25 W2,87-0008,Black,Chernozem,Orthic,52.45830248,-105.5578347,NA,A,p,12,0,NA,NA,26.5,2.1,7.5,0.1,43.2,1.4,0.9,NA,4.05,6.9,0.2,9.4,4.2,0.5,0.7,0.36,NA,NA,NA,NA,36.7,49.9,16.4,0.3,0.9,0.1,13.3,0.1,11.7,35.1,18.7,3.1,693.0999756,947.666687,1118.631958,1702.553589,2919.75,3000.388672,2663.206543,2.148735762,3.146381378,0.83097291,0.854360461,0.572615623,0.699772298,0.180593804,0.339426458,0.217627595,0.861179252,1.013200446,0.271187577,0.539254507,0.476551652,0.776231766,1.64472115,3.79233408,3.525904655,13.39892197,1.337449551,1.339045048,1.18724823,2.519933939,511.6861039,288.1604004,0.069721274,0.368139237,2.36311698,516.7442627,8.16353035,2.064656258
479,7805_1,7805,1987,300,BBA,Blaine lake,09ANE3346 24 W2,87-0025,Black,Chernozem,Orthic,53.01062578,-105.4172237,NA,A,p,18,0,NA,NA,26.2,0.9,6,0.1,39,0.4,0.7,NA,3.63,6.4,1.1,6.5,2.9,0.5,0.7,0.315,NA,NA,NA,NA,29.5,54.2,16.7,0.2,2.7,0.2,16.3,0.1,13,34.1,16.8,2.8,716,952.2999878,1118.208374,1704.377686,2886.25,2937.693848,2533.75,3.025213003,3.21127677,0.848903716,0.851560354,0.67484951,0.699021876,0.215291917,0.369930565,0.232415082,1.012480058,1.036768542,0.323049802,0.591434058,0.167274192,0.313835442,0.466071278,0.529578865,0.261624157,2.325207949,0.418701679,0.303716838,0.036624692,0.151658624,522.9108439,287.8658447,0.248589113,0.375705421,3.052788734,387.07901,9.546792984,5.072695732
480,7806_1,7806,1987,7000,BBC,Blaine lake,08DSE1946 25 W2,87-0035,Black,Chernozem,Calcareous,53.04372476,-105.5837471,NA,A,p,19,0,NA,NA,26.8,0.7,7.4,0.1,38.2,0.3,1,0.3,3.53,7.8,2.2,8.6,4,0.7,0.9,0.324,NA,NA,NA,NA,28.3,42.5,16.2,0.6,6.1,0.8,29.2,0.1,21.3,31.5,15.8,2.7,597,820.5,937.5,1430.5,2489.5,2888.100098,2159,2.348398685,2.554444551,0.840372324,0.843991935,0.600823104,-3.40E+38,0.352553725,-3.40E+38,0.16952268,0.900623015,0.935448437,0.528744316,0.62669659,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,520.753581,287.8311768,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
481,7807_1,7807,1987,7000,HMA,Hamlin,08DSE1646 26 W2,87-0043,Black,Chernozem,Orthic,53.03281633,-105.7428102,NA,A,p,12,0,NA,NA,21.6,0.7,1.9,0.1,31.1,0.5,0.6,0.3,2.48,5.8,0.1,5.4,1.2,0.4,0.5,0.213,NA,NA,NA,NA,16.6,24,9.4,2.6,25.4,3.2,59.4,0.2,27.7,21,8.6,1.7,651.034729,852.472229,998.2755127,1463.928589,2811.658447,2937.031494,2553.5,2.994779587,3.42112875,0.849868119,0.857801199,0.662919819,0.682599306,0.250107527,0.388885677,0.215067285,0.994645076,1.039690126,0.375215531,0.595880014,0.220863447,0.377074361,0.506410062,1.019607306,0.903012276,7.520884037,0.443128884,0.353623152,0.337782085,0.66245532,518.2675293,287.8320923,0.215458989,0.607729495,8.752475739,410.3033447,9.41078949,5.646819115
482,7808_1,7808,1987,300,CDC,Cudworth,01DSE1840 27 W2,87-0052,Black,Chernozem,Calcareous,52.43665633,-105.8696101,NA,A,p,12,0,NA,NA,28.8,1.1,6.2,NA,35.9,0.7,0.7,0.8,3.17,5.9,0.2,5.5,2.4,0.4,0.6,0.283,NA,NA,NA,NA,27.1,49.2,23,1.5,5.3,1.3,23.6,0.5,14.9,31.8,12.1,2.2,665.5625,939.5459595,1112.041748,1782.928589,3015.625,3015.271484,2824.767578,1.417338371,2.091866016,0.797138214,0.825431228,0.469940543,0.550343513,0.188359872,0.369281232,0.182619357,0.705034907,0.879929488,0.283140111,0.620484856,0.559705734,0.740739942,1.124715567,3.344199657,3.126842976,13.19798088,1.114665031,0.857965648,0.826745629,2.138786077,502.20826,288.2718201,0.107337654,0.3978284,2.159985065,509.3344727,7.880417347,2.020311594
483,7809_1,7809,1987,300,CDD,Cudworth,09DNE0440 27 W2,87-0059,Black,Chernozem,Rego,52.41480647,-105.821649,NA,A,pk,17,0,NA,NA,19,2,6.5,0.1,31,1.2,0.7,3.2,2,3.9,0.5,4.9,2.8,0.4,1,0.197,NA,NA,NA,NA,30,50.9,15.6,1.6,4.1,1,19.1,1.1,11,27.8,13.7,2.4,717.9749756,1012,1192.820557,1783.072998,2994.524902,2967.75,2711.861084,1.694639921,2.104145765,0.814302027,0.829282999,0.540714622,0.517605305,0.193330079,0.396038741,0.183151812,0.808925258,0.895662388,0.289119554,0.578562768,1.099413633,2.047085762,4.041190147,6.751587391,5.82806015,13.99531174,3.789087534,3.396827221,2.016538382,4.191246986,503.0381995,288.2660217,0.1519299,0.282470435,2.362335443,501.4605103,6.34869957,1.770737648
484,7810_1,7810,1987,300,CMA,Craigmore,08CSE1040 27 W2,87-0068,Black,Chernozem,Orthic,52.42571647,-105.797713,NA,A,p,15,0,NA,NA,27,0.9,4.5,NA,37.4,0.7,0.7,1.2,3.75,6.8,0.2,6.4,2.5,0.4,1.5,0.296,NA,NA,NA,NA,19.5,35.8,8.8,1.9,13.1,1.2,44.7,0.6,27.8,25.3,12.3,2.4,715.958374,1011.339294,1191.186279,1833.130493,3086.483154,3000.130859,2775.583252,1.914397955,2.335390329,0.831017613,0.842816949,0.583939493,-3.40E+38,0.213847578,-3.40E+38,0.197459858,0.875248664,0.947635589,0.318492608,0.634957557,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,504.0353712,288.250885,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
485,7811_1,7811,1987,300,CAC,Canora,04CSW1640 26 W2,87-0076,Black,Chernozem,Calcareous,52.43666613,-105.6954796,NA,A,p,29,0,NA,NA,16,0.3,25.1,2.1,40.3,0.3,12.1,1.2,3.32,26.3,33.7,3.5,123.3,58,167.7,0.287,NA,NA,NA,NA,28.5,41,15.9,0.5,9.2,0.7,30.5,0.1,20.1,31.9,17,3.3,609.5,835.083313,964.2000122,1508.300049,2725.888916,3000.608643,2523.055664,1.709094644,2.257613182,0.817674994,0.835856795,0.560856879,-3.40E+38,0.200225279,-3.40E+38,0.191594261,0.837424197,0.931652196,0.298868341,0.586711996,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,507.3257215,288.2088318,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
486,7812_1,7812,1987,300,CDA,Cudworth,08DSE2740 26 W2,87-0084,Black,Chernozem,Orthic,52.46936531,-105.653723,NA,A,p,12,0,NA,NA,21.7,0.8,8.2,0.1,40.4,0.4,1,0.7,3.93,6.8,0.5,6.4,5.2,0.4,0.9,0.317,NA,1.7,NA,NA,36.1,47.8,17.3,0.1,3.4,0.4,16.1,0.1,11.9,37.1,20,2.6,681.6071777,923.7564087,1076.395752,1650.81665,2887.48877,3001.446777,2669.512695,1.624374509,2.441175938,0.813951015,0.841024637,0.540896177,0.661388159,0.186342329,0.345400095,0.207687611,0.810461934,0.973599699,0.278981096,0.572597817,0.529113293,0.784201622,1.37783432,2.452221394,2.321703434,12.33067989,1.170949221,0.965479374,0.812513232,1.579272509,509.3459993,288.1781311,0.037360154,0.453160703,1.74857235,516.6134644,6.976349354,1.312044859
487,7813_1,7813,1987,300,CAA,Canora,10DNE3240 25 W2,87-0091,Black,Chernozem,Orthic,52.48736688,-105.5637838,NA,A,p,21,0,NA,NA,22.8,1,7.4,0.2,42,0.4,0.6,NA,4.76,4,0.2,1.1,2.9,0.7,0.6,0.383,NA,NA,NA,NA,32.9,44.5,18.4,0.2,4.2,0.2,22.6,0.1,17.9,32.8,18.6,3.3,685.6999512,924.166687,1082.904785,1590.04541,2768.5,2968.363281,2470.349609,2.419103384,3.048781872,0.833821177,0.848601222,0.626865387,0.65570128,0.18586342,0.368505239,0.22407774,0.939453056,1.010054514,0.279597718,0.596893136,0.434632808,0.603249073,1.394664645,3.728167295,3.464682102,7.528077602,1.203390002,1.153155684,1.140453458,2.532082319,512.2187727,288.1467285,0.025555009,0.481904924,1.786188245,519.3297119,7.063804626,1.571674824
